game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
a0c68bf8-87b2-40e7-8ee2-fedbb3224c4f,1,Live Chess,Chess.com,2021.04.12,?,LPSupi,Hikaru,0-1,2957,,3162,,Hikaru,3162,LPSupi,2957,205,A10,Hikaru won by checkmate,180,,,,,2021-04-13T01:52:30+0000,LPSupi_vs_Hikaru_2021.04.12.pgn
