game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
e1788bba-3352-44ba-98bc-963b2079b2b4,1,Live Chess - chess,Chess.com,2021.04.12,?,wzprichard,mustafamertmerzifon,0-1,1550,,1568,,mustafamertmerzifon,1568,wzprichard,1550,18,,mustafamertmerzifon won by resignation,180+2,,,,,2021-04-13T00:27:40+0000,wzprichard_vs_mustafamertmerzifon_2021.04.12.pgn
